book_title,book_author,film_title,film_year,fiction_work_raw,film_adaptation_raw,exclusion_reason
Almayer's Folly,Joseph Conrad,Hanyut,2011,"Almayer's Folly (1895), Joseph Conrad",Hanyut (2011),not_selected_sampling_design
Anna Karenina,Leo Tolstoy,Anna Karenina,2012,"Anna Karenina (serialised 1873–1887, published as a book 1888), Leo Tolstoy",Anna Karenina (2012),not_selected_sampling_design
Another,Yukito Ayatsuji,Another,2012,"Another (アナザー, Anazā) (2009), Yukito Ayatsuji",Another (2012),not_selected_sampling_design
Bel-Ami,Guy de Maupassant,Bel Ami,2012,"Bel-Ami (1885), Guy de Maupassant",Bel Ami (2012),not_selected_sampling_design
Brighton Rock,Graham Greene,Brighton Rock,2010,"Brighton Rock (1938), Graham Greene",Brighton Rock (2010),not_selected_sampling_design
Endless Love,Scott Spencer,Endless Love,2014,"Endless Love (1979), Scott Spencer",Endless Love (2014),not_selected_sampling_design
Extremely Loud and Incredibly Close,Jonathan Safran Foer,Extremely Loud and Incredibly Close,2012,"Extremely Loud and Incredibly Close (2005), Jonathan Safran Foer",Extremely Loud and Incredibly Close (2012),not_selected_sampling_design
Fires on the Plain,Shōhei Ōoka,Fires on the Plain,2014,"Fires on the Plain (野火, Nobi) (1959), Shōhei Ōoka",Fires on the Plain (2014),not_selected_sampling_design
Flowers in the Attic,V. C. Andrews,Flowers in the Attic,2014,"Flowers in the Attic (1979), V. C. Andrews",Flowers in the Attic (2014),not_selected_sampling_design
I Am Number Four,Pittacus Lore,I Am Number Four,2011,"I Am Number Four (2010), Pittacus Lore",I Am Number Four (2011),not_selected_sampling_design
Journey Under the Midnight Sun,Keigo Higashino,Into the White Night,2010,"Journey Under the Midnight Sun (白夜行, Byakuyakō) (1999), Keigo Higashino",Into the White Night (2010),not_selected_sampling_design
Kami no Tsuki,Mitsuyo Kakuta,Pale Moon,2014,"Kami no Tsuki (2012), Mitsuyo Kakuta",Pale Moon (2014),not_selected_sampling_design
"Kirishima, bukatsu yamerutteyo",Ryo Asai,The Kirishima Thing,2012,"Kirishima, bukatsu yamerutteyo (2010), Ryo Asai",The Kirishima Thing (2012),not_selected_sampling_design
Lemonade Mouth,Mark Peter Hughes,Lemonade Mouth,2011,"Lemonade Mouth (2007), Mark Peter Hughes",Lemonade Mouth (2011),not_selected_sampling_design
Let the Right One In,John Ajvide Lindqvist,Let Me In,2010,"Let the Right One In (Swedish: Låt den rätte komma in) (2004), John Ajvide Lindqvist",Let Me In (2010),not_selected_sampling_design
Life of Pi,Yann Martel,Life of Pi,2012,"Life of Pi (2001), Yann Martel",Life of Pi (2012),not_selected_sampling_design
Moby-Dick,Herman Melville,Moby Dick,2011,"Moby-Dick (1851), Herman Melville",Moby Dick (2011),not_selected_sampling_design
My Friend Flicka,Mary O'Hara,Flicka: Country Pride,2012,"My Friend Flicka (1941), Mary O'Hara",Flicka: Country Pride (2012),not_selected_sampling_design
One for the Money,Janet Evanovich,One for the Money,2011,"One for the Money (1994), Janet Evanovich",One for the Money (2011),not_selected_sampling_design
Salmon Fishing in the Yemen,Paul Torday,Salmon Fishing in the Yemen,2011,"Salmon Fishing in the Yemen (2006), Paul Torday",Salmon Fishing in the Yemen (2011),not_selected_sampling_design
Tess of the d'Urbervilles,Thomas Hardy,Trishna,2011,"Tess of the d'Urbervilles (1891), Thomas Hardy",Trishna (2011),not_selected_sampling_design
The Borrowers,Mary Norton,Arrietty,2010,"The Borrowers (1952), Mary Norton",Arrietty (2010),not_selected_sampling_design
The Dark Fields,Alan Glynn,Limitless,2011,"The Dark Fields (2001), Alan Glynn",Limitless (2011),not_selected_sampling_design
The Eagle of the Ninth,Rosemary Sutcliff,The Eagle,2011,"The Eagle of the Ninth (1954), Rosemary Sutcliff",The Eagle (2011),not_selected_sampling_design
The First Men in the Moon,H. G. Wells,The First Men in the Moon,2010,"The First Men in the Moon (1901), H. G. Wells",The First Men in the Moon (2010),not_selected_sampling_design
The Great Gatsby,F. Scott Fitzgerald,The Great Gatsby,2013,"The Great Gatsby (1925), F. Scott Fitzgerald",The Great Gatsby (2013),not_selected_sampling_design
The Help,Kathryn Stockett,The Help,2011,"The Help (2009), Kathryn Stockett",The Help (2011),not_selected_sampling_design
The Howling,Gary Brandner,The Howling: Reborn,2011,"The Howling (1977), Gary Brandner",The Howling: Reborn (2011),not_selected_sampling_design
The Key,Jun'ichirō Tanizaki,The Key,2014,"The Key (鍵, Kagi) (1956), Jun'ichirō Tanizaki",The Key (2014),not_selected_sampling_design
The Return of the Native,Thomas Hardy,The Return of the Native,2010,"The Return of the Native (1878), Thomas Hardy",The Return of the Native (2010),not_selected_sampling_design
The Virginian: A Horseman of the Plains,Owen Wister,The Virginian,2014,"The Virginian: A Horseman of the Plains (1902), Owen Wister",The Virginian (2014),not_selected_sampling_design
The Wheel Spins,Ethel Lina White,The Lady Vanishes,2013,"The Wheel Spins (1936), Ethel Lina White",The Lady Vanishes (2013),not_selected_sampling_design
The Woman in Black,Susan Hill,The Woman in Black: Angel of Death,2014,"The Woman in Black (1983), Susan Hill",The Woman in Black: Angel of Death (2014),not_selected_sampling_design
Water for Elephants,Sara Gruen,Water for Elephants,2011,"Water for Elephants (2006), Sara Gruen",Water for Elephants (2011),not_selected_sampling_design
Winter's Bone,Daniel Woodrell,Winter's Bone,2010,"Winter's Bone (2006), Daniel Woodrell",Winter's Bone (2010),not_selected_sampling_design
"Woman, Thou Art Loosed!: Healings the Wounds of the Past",T. D. Jakes,Woman Thou Art Loosed: On the 7th Day,2012,"Woman, Thou Art Loosed!: Healings the Wounds of the Past (1993), T. D. Jakes",Woman Thou Art Loosed: On the 7th Day (2012),not_selected_sampling_design
Berlin Alexanderplatz,Alfred Döblin,Berlin Alexanderplatz,2020,"Berlin Alexanderplatz (1929), Alfred Döblin",Berlin Alexanderplatz (2020),not_selected_sampling_design
Black Beauty,Anna Sewell,Black Beauty,2020,"Black Beauty (1877), Anna Sewell",Black Beauty (2020),not_selected_sampling_design
Bonjour Tristesse,Françoise Sagan,Bonjour Tristesse,2024,"Bonjour Tristesse (Hello Sadness) (1954), Françoise Sagan",Bonjour Tristesse (2024),not_selected_sampling_design
Deep Water,Patricia Highsmith,Deep Water,2022,"Deep Water (1957), Patricia Highsmith",Deep Water (2022),not_selected_sampling_design
Fletch,Gregory Mcdonald,"Confess, Fletch",2022,"Fletch (1974), Gregory Mcdonald","Confess, Fletch (2022)",not_selected_sampling_design
"Good Morning, Midnight",Lily Brooks-Dalton,The Midnight Sky,2020,"Good Morning, Midnight (2016), Lily Brooks-Dalton",The Midnight Sky (2020),not_selected_sampling_design
I'm Thinking of Ending Things,Iain Reid,I'm Thinking of Ending Things,2020,"I'm Thinking of Ending Things (2016), Iain Reid",I'm Thinking of Ending Things (2020),not_selected_sampling_design
Lassie Come-Home,Eric Knight,Lassie Come Home,2020,"Lassie Come-Home (1940), Eric Knight",Lassie Come Home (2020),not_selected_sampling_design
Legend of the Galactic Heroes,Yoshiki Tanaka,Legend of the Galactic Heroes: Die Neue These - Intrigue,2022,"Legend of the Galactic Heroes (Japanese: 銀河英雄伝説, Hepburn: Ginga Eiyū Densetsu) (1982–1987), Yoshiki Tanaka",Legend of the Galactic Heroes: Die Neue These - Intrigue (2022),not_selected_sampling_design
Lonely Castle in the Mirror,Mizuki Tsujimura,Lonely Castle in the Mirror,2022,"Lonely Castle in the Mirror (かがみの孤城, Kagami no Kojō) (2017), Mizuki Tsujimura",Lonely Castle in the Mirror (2022),not_selected_sampling_design
Martin Eden,Jack London,Jack London's Martin Eden,2021,"Martin Eden (1909), Jack London",Jack London's Martin Eden (2021),not_selected_sampling_design
News of the World,Paulette Jiles,News of the World,2020,"News of the World (2016), Paulette Jiles",News of the World (2020),not_selected_sampling_design
Peter and Wendy,J. M. Barrie,Peter Pan & Wendy,2023,"Peter and Wendy (1911), J. M. Barrie",Peter Pan & Wendy (2023),not_selected_sampling_design
Rebecca,Daphne du Maurier,Rebecca,2020,"Rebecca (1938), Daphne du Maurier",Rebecca (2020),not_selected_sampling_design
Ring,Koji Suzuki,Sadako DX,2022,"Ring (リング, Ringu) (1991), Koji Suzuki",Sadako DX (2022),not_selected_sampling_design
Strangers,Taichi Yamada,All of Us Strangers,2023,"Strangers (異人たちとの夏, Ijintachi to no natsu) (1987), Taichi Yamada",All of Us Strangers (2023),not_selected_sampling_design
The Alzheimer Case,Jef Geeraerts,Memory,2022,"The Alzheimer Case (Dutch: De zaak Alzheimer) (2000), Jef Geeraerts",Memory (2022),not_selected_sampling_design
The Caine Mutiny,Herman Wouk,The Caine Mutiny Court-Martial,2023,"The Caine Mutiny (1952), Herman Wouk",The Caine Mutiny Court-Martial (2023),not_selected_sampling_design
The Color Purple,Alice Walker,The Color Purple,2023,"The Color Purple (1982), Alice Walker",The Color Purple (2023),not_selected_sampling_design
The Devotion of Suspect X,Keigo Higashino,Jaane Jaan,2023,"The Devotion of Suspect X (容疑者Xの献身, Yōgisha Ekkusu no Kenshin) (2005), Keigo Higashino",Jaane Jaan (2023),not_selected_sampling_design
The Dig,John Preston,The Dig,2021,"The Dig (2007), John Preston",The Dig (2021),not_selected_sampling_design
The House of the Lost on the Cape,Sachiko Kashiwaba,The House of the Lost on the Cape,2021,"The House of the Lost on the Cape (岬のマヨイガ, Misaki no Mayoiga) (2015), Sachiko Kashiwaba",The House of the Lost on the Cape (2021),not_selected_sampling_design
The Hundred and One Dalmatians,Dodie Smith,Cruella,2021,"The Hundred and One Dalmatians (1956), Dodie Smith",Cruella (2021),not_selected_sampling_design
The Invisible Man,H. G. Wells,The Invisible Man,2020,"The Invisible Man (1897), H. G. Wells",The Invisible Man (2020),not_selected_sampling_design
The Last Thing He Wanted,Joan Didion,The Last Thing He Wanted,2020,"The Last Thing He Wanted (1996), Joan Didion",The Last Thing He Wanted (2020),not_selected_sampling_design
The Life Before Us,Romain Gary (as Émile Ajar),The Life Ahead,2020,"The Life Before Us (French: La vie devant soi) (1975), Romain Gary (as Émile Ajar)",The Life Ahead (2020),not_selected_sampling_design
The Radleys,Matt Haig,The Radleys,2024,"The Radleys (2010), Matt Haig",The Radleys (2024),not_selected_sampling_design
The Wages of Fear,Georges-Jean Arnaud,The Wages of Fear,2024,"The Wages of Fear (French: Le Salaire de la peur) (1950), Georges-Jean Arnaud",The Wages of Fear (2024),not_selected_sampling_design
Legion,William Peter Blatty,The Exorcist III,1990,"Legion (1983), William Peter Blatty",The Exorcist III (1990),not_selected_sampling_design
Misery,Stephen King,Misery,1990,"Misery (1987), Stephen King",Misery (1990),not_selected_sampling_design
The Bandits of Bombay,Satyajit Ray,Bombaiyer Bombete,2003,"The Bandits of Bombay (Bengali: বোম্বাইয়ের বোম্বেটে, Bombaiyer Bombete) (1976), Satyajit Ray",Bombaiyer Bombete (2003),not_selected_sampling_design
The Queen of the Damned,Anne Rice,Queen of the Damned,2002,"The Queen of the Damned (1988), Anne Rice",Queen of the Damned (2002),not_selected_sampling_design
The Devil Wears Prada,Lauren Weisberger,The Devil Wears Prada,2006,"The Devil Wears Prada (2003), Lauren Weisberger",The Devil Wears Prada (2006),not_selected_sampling_design
The Glass Rabbit,Toshiko Takagi,Glass no Usagi,2005,"The Glass Rabbit (ガラスのうさぎ, Garasu no Usagi) (1977), Toshiko Takagi",Glass no Usagi (2005),not_selected_sampling_design
Uncle Remus,Joel Chandler Harris,The Adventures of Brer Rabbit,2006,"Uncle Remus (1881), Joel Chandler Harris",The Adventures of Brer Rabbit (2006),not_selected_sampling_design
Vampire$,John Steakley,Vampires: The Turning,2005,"Vampire$ (1990), John Steakley",Vampires: The Turning (2005),not_selected_sampling_design
True Grit,Charles Portis,True Grit,2010,"True Grit (1968), Charles Portis",True Grit (2010),not_selected_sampling_design
